POA_CODE_2021,SA2_CODE_2021,SA2_NAME_2021
7261,602031064,St Helens - Scamander
3191,208031188,Highett (East) - Cheltenham
4705,308041528,Banana
3453,202021026,Bendigo Surrounds - South
3434,210021235,Romsey
2146,116011627,Toongabbie - West
6390,509031246,Brookton
6370,509031246,Brookton
4076,310011276,Wacol
6111,506011116,Roleystone
2666,103021069,West Wyalong
2212,119011360,Revesby
5238,406021141,Outback
3028,213051587,Truganina - South East
2761,116031315,Hassall Grove - Plumpton
3265,217041478,Moyne - West
3260,217041478,Moyne - West
3217,203021042,Highton
4521,313031371,Woodford - D'Aguilar
4005,305011109,New Farm
2831,105031103,Dubbo Surrounds
2206,119021659,Campsie - North
3334,201011481,Ballarat East - Warrenheip
2556,123011700,Harrington Park
5602,406021141,Outback
4344,317011451,Lockyer Valley - West
0852,510021268,Newman
2581,101021610,Googong
2540,101021611,Queanbeyan Surrounds
3072,209021525,Reservoir - South East
3413,215011394,Yarriambiack
3544,215031400,Buloke
2324,106021618,Thornton - Millers Forest
2619,101021008,Karabar
3561,216011409,Rochester
4874,306031163,Yarrabah
6227,501021010,Dardanup
7255,602031099,Flinders and Cape Barren Islands
2476,112021244,Casino
2146,116011307,Lalor Park - Kings Langley
4818,318021582,Burdell - Mount Low
3026,213041359,Rockbank - Mount Cottrell
3810,212031557,Cranbourne East - North
3145,208021177,Caulfield - North
4674,308051530,Agnes Water - Miriam Vale
2710,109031185,Tocumwal - Finley - Jerilderie
2325,106021114,Maitland
6061,505031098,Alexander Heights - Koondoola
2609,801071132,Tuggeranong - West
3101,207011154,Kew East
4128,303031064,Rochedale - Burbank
3799,204011061,Upper Yarra Valley
4352,317011458,Toowoomba - West
2615,801011003,Bruce
2179,123021703,Denham Court - Bardia
3163,208021182,Ormond - Glen Huntly
4400,307021180,Jondaryan
2097,122031425,Cromer
2631,101031014,Cooma
5165,403041074,Christies Beach
2168,127011592,Badgerys Creek
4737,312021347,Mackay Harbour
2545,101041022,Deua - Wadbilliga
3704,204031072,Towong
4108,310011564,Forest Lake - Ellen Grove
5700,406011135,Western
4350,307021181,Millmerran
4066,304031092,Chelmer - Graceville
5431,405031121,Peterborough - Mount Remarkable
3175,212041563,Dandenong - North
3505,215021399,Red Cliffs
6044,509021239,Gingin - Dandaragan
2303,111031228,Merewether - The Junction
4556,316071548,Nambour
4346,313031370,Kilcoy
5690,406011129,Ceduna
3465,215031400,Buloke
3809,212011552,Pakenham - South West
3809,212011546,Beaconsfield - Officer
6063,504031298,Aveley
3341,213041578,Melton South - Weir Views
3201,214011375,Seaford (Vic.)
2605,801091107,O'Malley
4107,303041070,Salisbury - Nathan
6181,502011029,Pinjarra
6076,506051141,Lesmurdie - Bickley - Carmel
4380,317011447,Drayton - Harristown
6336,509011229,Gnowangerup
2622,103011061,Oberon
2840,105021098,Far West
3750,209041527,Doreen - North
7325,604031096,Waratah
2615,801011111,Molonglo Corridor
2582,801011143,Strathnairn
3564,109031183,Deniliquin Surrounds
2160,125031480,Fairfield - East
4428,308041528,Banana
0832,701041043,Rosebery - Bellamack
3660,209041224,Wallan
4360,307031184,Clifton - Greenmount
7015,601021010,Risdon Vale
3111,207021424,Doncaster East - North
2560,123021441,Leumeah - Minto Heights
2162,125031483,Guildford - South Granville
4887,315011400,Tablelands
6019,505021094,Trigg - North Beach - Watermans Bay
3523,201031017,Maryborough Surrounds
4404,317011449,Gowrie (Qld)
2629,101031014,Cooma
2536,101041017,Batemans Bay
2914,801041120,Moncrieff
2424,108051170,Taree Surrounds
4823,315031410,Far Central West
2715,109021179,Wentworth-Balranald Region
3364,217031474,Corangamite - North
3691,204031075,Yackandandah
3127,207031164,Box Hill North
3318,217011423,Southern Grampians
0872,405031121,Peterborough - Mount Remarkable
4007,302031039,Nudgee - Banyo
2580,114011275,Ettrema - Sassafras - Budawang
5670,406011131,Kimba - Cleve - Franklin Harbour
2167,123021705,Ingleburn
3980,212031458,Narre Warren South - West
4009,302031037,Eagle Farm - Pinkenba
4013,302031037,Eagle Farm - Pinkenba
2150,125021477,Ermington - Rydalmere
2387,110031198,Narrabri Surrounds
4400,317011451,Lockyer Valley - West
2807,103021063,Cowra
7017,601031013,Austins Ferry - Granton
3717,204011059,Seymour
3116,211051275,Chirnside Park
4728,315031408,Barcaldine - Blackall
3959,205031087,Foster
2050,117031640,Newtown (NSW)
2527,107031140,Kiama Hinterland - Gerringong
5433,406021142,Port Augusta
3485,215031400,Buloke
3480,215011391,St Arnaud
3682,216021412,Moira
5280,407021151,Kingston - Robe
4701,308031218,Rockhampton Surrounds - East
6068,504031068,The Vines
4300,311031318,Munruben - Park Ridge South
4721,318021480,Kelso
3751,209041431,Epping - East
4660,319011498,Bundaberg Surrounds - North
2584,101061542,Yass Surrounds
3809,212011289,Emerald - Cockatoo
4306,319031515,Kilkivan
2604,801061129,Barton
3226,203031052,Point Lonsdale - Queenscliff
2556,123031448,The Oaks - Oakdale
6556,504021053,Mundaring
4674,319011497,Bundaberg North - Gooburrum
4075,304031095,Sherwood
7315,604011077,Burnie - Wivenhoe
2716,109031185,Tocumwal - Finley - Jerilderie
4814,318021467,Aitkenvale
3137,211031266,Ringwood
4811,318021474,Douglas
2519,107041548,Wollongong - East
2011,117031333,Potts Point - Woolloomooloo
2208,119031371,Oatley - Hurstville Grove
2460,112011241,Evans Head
2044,117021636,Marrickville - North
2611,801011143,Strathnairn
4313,310021282,Rosewood
3071,206021499,Northcote - East
3153,211011446,Boronia
2163,127021513,Canley Vale - Canley Heights
3555,201031017,Maryborough Surrounds
5330,407031168,Renmark Surrounds
5280,407021158,Wattle Range
3238,217031476,Otway
3224,203021486,Corio - Lovely Banks
3340,201021009,Bacchus Marsh Surrounds
4700,308031216,Rockhampton - West
3357,203011035,Golden Plains - South
4737,312011338,Broadsound - Nebo
6061,505031102,Girrawheen
4814,318021475,Garbutt - West End
3351,217041478,Moyne - West
3379,217041478,Moyne - West
5374,405011110,Barossa - Angaston
5279,407021173,Mount Gambier - East
2661,113031269,Wagga Wagga - South
3523,204011058,Nagambie
5094,402031036,Enfield - Blair Athol
5720,406021141,Outback
4032,302021028,Chermside
4183,313051575,Scarborough - Newport
5715,406021142,Port Augusta
2210,119031666,Mortdale - Oatley
2773,124011450,Blaxland - Warrimoo - Lapstone
2876,103021062,Condobolin
2606,801091099,Chifley
6431,511041290,Meekatharra
6635,511041290,Meekatharra
0810,701021029,Wanguri
2267,111011212,Swansea - Caves Beach
2642,109011175,Albury Surrounds
6280,501021007,Capel
2580,101061542,Yass Surrounds
4221,309051245,Reedy Creek - Andrews
3114,211021262,Warrandyte - Wonga Park
2371,110021194,Tenterfield
5082,401061021,Prospect
2421,106011110,Dungog
4715,308031212,Mount Morgan
2615,801011006,Dunlop
3336,213041574,Fraser Rise - Plumpton
4272,309071556,Upper Coomera (South) - Wongawallan
0822,702041064,Nhulunbuy
3224,203011034,Bannockburn
3644,216021411,Cobram
3012,213021343,Altona North
4723,308031206,Bouldercombe
2485,112031550,Banora Point
4823,315021407,Northern Highlands
2606,801091109,Phillip
5277,407021156,Penola
4673,319011493,Bargara - Burnett Heads
2337,106041128,Scone
3013,213031352,Yarraville
6123,506061142,Byford
2563,107021135,Illawarra Catchment Reserve
2715,215031405,Swan Hill Surrounds
4300,310011276,Wacol
4358,307021180,Jondaryan
5332,407031159,Barmera
3461,201021011,Daylesford
2794,101061544,Young Surrounds
5354,406021141,Outback
6312,509031247,Kulin
3380,215011392,Stawell
3956,205011078,Trafalgar (Vic.)
3166,212051326,Oakleigh - Huntingdale
4300,310041565,Augustine Heights - Brookwater
5290,407021174,Mount Gambier - West
2137,120011383,Concord - Mortlake - Cabarita
3559,202011020,East Bendigo - Kennington
3036,213011340,Taylors Lakes
4370,317011450,Highfields
2579,101021611,Queanbeyan Surrounds
3911,214011374,Langwarrin
4858,306011139,Clifton Beach - Kewarra Beach
3392,215011394,Yarriambiack
4868,306021146,Earlville - Bayview Heights
2571,114021285,Hill Top - Colo Vale
3727,216021412,Moira
2641,109011172,Albury - East
3358,201011007,Smythes Creek
3358,201021012,Gordon (Vic.)
4830,702021055,Barkly
3558,216011409,Rochester
4879,306031163,Yarrabah
7000,601051031,Sandy Bay
3139,212011289,Emerald - Cockatoo
4108,303031061,Macgregor (Qld)
3321,203021045,Newcomb - Moolap
4300,311031311,Boronia Heights - Park Ridge
5211,407011146,Strathalbyn
4721,308011190,Central Highlands - East
3231,203031049,Lorne - Anglesea
2211,119011571,Bankstown - North
2331,106011112,Singleton
6064,505031098,Alexander Heights - Koondoola
3075,209041530,Lalor - West
5131,402051049,Golden Grove
2380,110041200,Gunnedah Surrounds
7026,601021005,Cambridge
3396,215011390,Nhill Region
2659,109031181,Corowa Surrounds
5210,401021005,Hahndorf - Echunga
4416,307011175,Miles - Wandoan
2611,801011111,Molonglo Corridor
4876,306031160,Johnstone
2145,116011626,Seven Hills - Prospect
2160,125031487,Yennora Industrial
4873,306041164,Daintree
2530,107011545,Berkeley - Lake Heights - Cringila
6566,509021241,Moora
2072,121031408,Lindfield - Roseville
3871,205031090,Leongatha
7030,603011066,Derwent Valley
3141,206061516,South Yarra - South
4670,319011495,Bundaberg
7253,602031059,George Town
5065,401031013,Toorak Gardens
6101,506021309,Cloverdale
2489,112031252,Murwillumbah Surrounds
3356,201021011,Daylesford
2193,120031676,Ashfield - North
4560,316071545,Bli Bli
6308,509031247,Kulin
4610,319021509,Nanango
4014,302031039,Nudgee - Banyo
2321,106021617,Tenambit - East Maitland
4380,317011450,Highfields
5434,406021140,Quorn - Lake Gilles
2464,104011082,Maclean - Yamba - Iluka
7011,601031013,Austins Ferry - Granton
2545,101041024,Eurobodalla Hinterland
3146,212051319,Ashwood - Chadstone
3639,216021413,Numurkah
4515,313031370,Kilcoy
5710,406021142,Port Augusta
2600,801031114,Canberra Airport
4011,305031124,Hamilton (Qld)
3975,212041316,Noble Park North
7000,601031019,Moonah
4362,307021182,Pittsworth
6701,511021277,Exmouth
6707,511021277,Exmouth
2212,119011355,Chullora
2644,113031271,Wagga Wagga Surrounds
4300,311041568,Flagstone (West) - New Beith
5168,403041178,Seaford Rise - Moana
4120,303011047,Camp Hill
4820,318021582,Burdell - Mount Low
6460,509021238,Dowerin
4500,314011382,Albany Creek
2151,125041490,North Rocks
2652,109031185,Tocumwal - Finley - Jerilderie
2426,108011153,Forster-Tuncurry Surrounds
5310,407031163,Loxton Surrounds
2198,119011354,Bass Hill - Georges Hall
2611,801101137,Molonglo
4814,318021474,Douglas
2609,101021010,Queanbeyan - East
5670,406011133,Port Lincoln
4741,308051530,Agnes Water - Miriam Vale
2077,121031412,Wahroonga (East) - Warrawee
2291,111031225,Lambton - New Lambton
3192,208011173,Sandringham - Black Rock
2487,112031250,Kingscliff - Fingal Head
2175,127021518,Horsley Park - Kemps Creek
3042,210011228,Keilor
6575,509021241,Moora
2622,101051539,Goulburn
3835,205031090,Leongatha
3844,205041098,Yallourn North - Glengarry
7012,603011066,Derwent Valley
3254,217031473,Colac Surrounds
3105,207021156,Bulleen
3871,205031092,Wilsons Promontory
5157,401021008,Mount Barker Surrounds
3444,201021009,Bacchus Marsh Surrounds
3122,207011520,Hawthorn - South
6059,504011047,Morley
2750,124031457,Cambridge Park
4615,319021509,Nanango
4706,308031209,Glenlee - Rockyview
5235,405011110,Barossa - Angaston
2850,105031103,Dubbo Surrounds
2036,118021653,Matraville - Chifley
7250,602011047,South Launceston
4740,312021351,Pioneer Valley
2829,105011092,Bourke - Brewarrina
7330,604031094,North West
6639,511041290,Meekatharra
3808,212011550,Pakenham - North West
5341,406021141,Outback
3379,201011007,Smythes Creek
5117,402021035,Virginia - Waterloo Corner
2422,108051167,Gloucester
2756,116021630,Riverstone
5022,404011096,West Lakes
3052,206011107,Brunswick West
3527,202031033,Loddon
3850,205051100,Longford - Loch Sport
7262,602031100,Scottsdale - Bridport
2471,112021245,Casino Surrounds
2475,112021245,Casino Surrounds
3690,204031069,Bright - Mount Beauty
2420,106011110,Dungog
6401,504021053,Mundaring
2609,801051124,Campbell
5114,401021003,Adelaide Hills
4350,317011447,Drayton - Harristown
3093,209011202,Montmorency - Briar Hill
2479,112011237,Ballina Surrounds
3338,213051590,Wyndham Vale - South
5241,401021006,Lobethal - Woodside
6056,504021052,Malmalling - Reservoir
2042,120021674,Annandale (NSW)
2144,125011709,Silverwater - Newington
3336,213041577,Melton
3029,213041576,Kurunjang - Toolern Vale
3978,212031303,Cranbourne South
6288,501011001,Augusta
2827,105011094,Coonamble
4171,305021116,Hawthorne
2035,118021566,Maroubra - North
2556,123011433,Camden - Ellis Lane
6572,509021241,Moora
4014,302021034,Wavell Heights
2570,123021703,Denham Court - Bardia
3235,217031473,Colac Surrounds
3550,201031017,Maryborough Surrounds
3465,201031017,Maryborough Surrounds
4371,307031185,Southern Downs - East
2085,122031425,Cromer
6053,504011047,Morley
4270,309041242,Tamborine - Canungra
6065,505031305,Madeley - Darch
5356,407031170,Waikerie
6167,507031173,Kwinana Industrial
3328,203011035,Golden Plains - South
3385,215011387,Ararat Surrounds
2659,204031072,Towong
3032,206031113,Ascot Vale
2360,110021193,Inverell Surrounds - West
2787,124011452,Katoomba - Leura
2213,119011658,Panania (South) - Picnic Point
4556,316031427,Maroochydore - Kuluin
4075,304031092,Chelmer - Graceville
4053,305041132,Ashgrove
4350,317011454,North Toowoomba - Harlaxton
4519,316061439,Beerwah
2061,121041414,Crows Nest - Waverton
5650,406011131,Kimba - Cleve - Franklin Harbour
3556,202011020,East Bendigo - Kennington
3334,201021010,Creswick - Clunes
3222,203031490,Ocean Grove
4113,303031060,Eight Mile Plains
2290,111031228,Merewether - The Junction
2551,101041025,Merimbula - Tura Beach
7140,601011003,Old Beach - Otago
2164,125031715,Pemulwuy - Greystanes (North)
2617,801011010,Fraser
6392,509031248,Murray
7258,602031062,Perth - Evandale
3387,215011391,St Arnaud
3631,216021412,Moira
2298,111031224,Hamilton - Broadmeadow
4705,308031220,Rockhampton Surrounds - West
4502,314031393,Petrie
2061,121041416,Neutral Bay - Kirribilli
2155,116021632,Schofields - East
2298,111031234,Waratah - North Lambton
4824,702021055,Barkly
6710,511021277,Exmouth
2118,125021712,Carlingford - West
2119,125021711,Carlingford - East
4870,306021152,Manunda
0852,702011054,Yuendumu - Anmatjere
4858,306031163,Yarrabah
6467,509021238,Dowerin
3113,211021262,Warrandyte - Wonga Park
3213,203021045,Newcomb - Moolap
2027,118011650,Double Bay - Darling Point
3024,213041359,Rockbank - Mount Cottrell
6064,505031104,Marangaroo
2902,801071082,Kambah
6076,504021053,Mundaring
3095,209011202,Montmorency - Briar Hill
6330,509011229,Gnowangerup
2479,112021249,Lismore Surrounds
4170,303011050,Carina Heights
2278,111021221,West Wallsend - Barnsley - Killingworth
2209,119011571,Bankstown - North
5354,407031163,Loxton Surrounds
2227,128021609,Woronora Heights
4680,308051535,Gladstone Hinterland
4517,316061441,Glass House Mountains
2049,117021637,Marrickville - South
3766,211051283,Mount Evelyn
0822,701041037,Driver
2582,801101145,Molonglo - East
3580,109031183,Deniliquin Surrounds
2257,102011039,Terrigal - North Avoca
4012,302031040,Nundah
5037,403021062,Morphettville
4173,303011051,Carindale
3013,213031348,Footscray
4130,311051325,Loganholme - Tanah Merah
2208,119031664,Hurstville - Central
5172,401021008,Mount Barker Surrounds
6150,507041176,Bateman
2665,113011259,Narrandera
2805,101061544,Young Surrounds
4410,307011178,Tara
3360,201011006,Delacombe
3027,213051586,Truganina - North
6027,505011070,Craigie - Beldon
2655,204031072,Towong
2403,110021193,Inverell Surrounds - West
4816,306021148,Gordonvale - Trinity
4165,301021012,Thornlands
4160,301011003,Birkdale
2571,123031447,Picton - Tahmoor - Buxton
3233,203031489,Barwon Heads - Armstrong Creek
2537,101041024,Eurobodalla Hinterland
4555,316071548,Nambour
7304,601011003,Old Beach - Otago
5067,401051017,Norwood (SA)
0837,701031031,Howard Springs
2141,125011585,Berala
6016,503021038,Mount Hawthorn - Leederville
4879,306021154,Westcourt - Bungalow
4706,308031220,Rockhampton Surrounds - West
5037,404031107,Plympton
5340,406021141,Outback
6082,504021049,Chidlow
2541,901031003,Jervis Bay
2304,111031231,Shortland - Jesmond
0830,701031034,Virginia
4799,312031361,Proserpine
2165,127021516,Fairfield - West
4384,307011174,Inglewood - Waggamba
3444,202021028,Castlemaine Surrounds
3370,202021028,Castlemaine Surrounds
5268,407021157,Tatiara
4754,312031359,Airlie - Whitsundays
2747,124031707,Cranebrook - Castlereagh
3089,209031215,Wattle Glen - Diamond Creek
6255,501031017,Bridgetown - Boyup Brook
2642,109031181,Corowa Surrounds
2448,108021158,Nambucca Heads
2207,119021663,Kingsgrove - North
4305,310031283,Brassall
2481,112011242,Lennox Head - Skennars Head
2876,105011093,Cobar
3026,213051583,Tarneit - Central
3556,202021026,Bendigo Surrounds - South
6065,505031100,Carramar
2148,125031715,Pemulwuy - Greystanes (North)
2148,116011627,Toongabbie - West
2200,119011356,Condell Park
2556,127011727,Gledswood Hills - Gregory Hills
4270,309071553,Ormeau (West) - Yatala
5345,407031168,Renmark Surrounds
2260,102011030,Calga - Kulnura
3222,217031476,Otway
5095,402041172,Pooraka - Cavan
6312,509031249,Narrogin
6330,509011233,McKail - Willyung
4423,307011178,Tara
4626,307011178,Tara
3938,214021384,Rosebud - McCrae
4354,317011445,Cambooya - Wyreema
4859,306021148,Gordonvale - Trinity
4212,309061249,Pacific Pines - Gaven
5118,402021033,One Tree Hill
3377,201031013,Avoca
2065,121041414,Crows Nest - Waverton
5632,406011131,Kimba - Cleve - Franklin Harbour
7211,602031061,Northern Midlands
2200,119011656,Greenacre - South
2218,119031374,South Hurstville - Blakehurst
3568,215031402,Kerang
2583,101021611,Queanbeyan Surrounds
4703,308031210,Gracemere
2232,128011531,Sylvania - Taren Point
6537,511041286,Geraldton - East
3334,201011005,Buninyong
3447,201021012,Gordon (Vic.)
4224,309021230,Coolangatta
2663,113031271,Wagga Wagga Surrounds
4621,319021508,Monto - Eidsvold
4856,306031163,Yarrabah
3576,202031033,Loddon
4423,307011177,Roma Surrounds
2904,801071079,Gowrie (ACT)
3565,216011407,Kyabram
3220,203021045,Newcomb - Moolap
3161,208021177,Caulfield - North
3224,203031051,Portarlington
4799,312031359,Airlie - Whitsundays
2538,101041018,Batemans Bay - South
3831,205011077,Mount Baw Baw Region
4209,309071557,Upper Coomera - North
2609,801081095,Rivett
3249,203011034,Bannockburn
2048,117021327,Petersham - Stanmore
2575,114011277,North Nowra - Bomaderry
5251,401021006,Lobethal - Woodside
3561,216011408,Lockington - Gunbower
6244,501031017,Bridgetown - Boyup Brook
3448,204011062,Yea
3052,206041117,Carlton
0852,701021017,East Arm
2170,127031523,Chipping Norton - Moorebank
4820,318021474,Douglas
0846,702031059,Thamarrurr
2765,124041466,Richmond - Clarendon
2898,108031161,Lord Howe Island
4877,306041165,Port Douglas
2206,119021663,Kingsgrove - North
3557,202021029,Heathcote
3551,202021026,Bendigo Surrounds - South
3318,215011389,Horsham Surrounds
3544,215031405,Swan Hill Surrounds
2656,113031270,Wagga Wagga - West
3265,217031473,Colac Surrounds
7267,602031059,George Town
5352,405011111,Light
4404,307021179,Crows Nest - Rosalie
4362,307031185,Southern Downs - East
2112,126021500,Macquarie Park - Marsfield
3442,202021031,Woodend
3234,203011035,Golden Plains - South
3358,217041478,Moyne - West
3690,204031075,Yackandandah
4344,317011445,Cambooya - Wyreema
3500,215021470,Mildura - South
3124,207031164,Box Hill North
2372,104011081,Grafton Surrounds
5491,405031121,Peterborough - Mount Remarkable
4078,310041566,Bellbird Park
3044,206011498,Coburg - West
4401,317011450,Highfields
4344,317011450,Highfields
2196,119021366,Punchbowl
4218,309081559,Robina - East
3249,203031490,Ocean Grove
4859,315011395,Aurukun
4000,305031130,Windsor
5654,406011134,West Coast (SA)
6078,505031255,Alkimos - Eglinton
4503,314021577,Kallangur
5237,405011114,Nuriootpa
3000,206051512,South Melbourne
2806,103021065,Forbes
2207,119041671,Wolli Creek
5210,403041075,Clarendon
2113,125021711,Carlingford - East
5126,402051054,Redwood Park
2867,105031106,Wellington
3064,209041431,Epping - East
2161,125031714,Merrylands - Holroyd
3862,205051100,Longford - Loch Sport
7261,602031100,Scottsdale - Bridport
4799,312021353,Seaforth - Calen
4800,312031361,Proserpine
2305,111011208,Charlestown - Dudley
2291,111011208,Charlestown - Dudley
2466,110021194,Tenterfield
5201,407011146,Strathalbyn
3179,211011260,Wantirna South
3862,205021082,Bruthen - Omeo
4300,310041297,Camira - Gailes
3662,204011060,Seymour Surrounds
2619,801101137,Molonglo
5088,402051052,Hope Valley - Modbury
4879,306021145,Cairns City
3413,215011390,Nhill Region
2278,111021215,Bolton Point - Teralba
3871,205041094,Churchill
2092,122011418,Balgowlah - Clontarf - Seaforth
6232,501021012,Eaton - Pelican Point
2170,127021509,Bonnyrigg Heights - Bonnyrigg
2160,125031481,Granville - Clyde
2143,125011475,Rookwood Cemetery
2763,116011304,Blacktown (North) - Marayong
3107,207021425,Doncaster East - South
5604,406011130,Eyre Peninsula
3328,217031473,Colac Surrounds
3464,201031017,Maryborough Surrounds
5275,407021158,Wattle Range
4078,310011274,Inala - Richlands
2557,127011597,West Hoxton - Middleton Grange
4413,307011178,Tara
3266,217041477,Moyne - East
4078,310011564,Forest Lake - Ellen Grove
2469,112021249,Lismore Surrounds
4567,316051434,Noosa Heads
2758,115021297,Dural - Kenthurst - Wisemans Ferry
3752,209041220,Mill Park - North
4505,313021364,Burpengary - East
2283,111021220,Wangi Wangi - Rathmines
5720,406011131,Kimba - Cleve - Franklin Harbour
2114,125021477,Ermington - Rydalmere
3321,203031490,Ocean Grove
2580,101021611,Queanbeyan Surrounds
3644,216021413,Numurkah
4740,312021345,Eungella Hinterland
2762,115031300,Kurrajong Heights - Ebenezer
2282,111031224,Hamilton - Broadmeadow
4825,315021406,Mount Isa Surrounds
6069,504031299,Brabham - Henley Brook
4413,319021508,Monto - Eidsvold
3850,205051101,Maffra
6050,503021039,Mount Lawley - Inglewood
7263,602031100,Scottsdale - Bridport
2620,801031031,Hume
3249,203021045,Newcomb - Moolap
2710,113011257,Griffith Surrounds
3060,210031237,Fawkner
4375,307011174,Inglewood - Waggamba
4677,319021504,Gin Gin
4272,311011305,Beaudesert
3550,202011024,Strathfieldsaye
3885,205021082,Bruthen - Omeo
4720,308011190,Central Highlands - East
5114,402021029,Davoren Park
2818,105031102,Dubbo - West
7330,604031095,Smithton
2619,801071132,Tuggeranong - West
2039,120021389,Lilyfield - Rozelle
2220,119031371,Oatley - Hurstville Grove
5453,405021119,Wakefield - Barunga West
5237,407031166,Murray Bridge Surrounds
6425,509021242,Mukinbudin
2168,127011594,Green Valley
2615,801011143,Strathnairn
2117,125041718,Parramatta - South
4515,310031294,Ripley
4723,308031208,Frenchville - Mount Archer
2421,106021616,Rutherford (South) - Telarah
2831,105031099,Coonabarabran
4740,312021342,Andergrove - Beaconsfield
4660,319011495,Bundaberg
6021,505021084,Balcatta - Hamersley
6799,901021002,Cocos (Keeling) Islands
4737,312021343,East Mackay
4358,307021179,Crows Nest - Rosalie
2430,108051168,Old Bar - Manning Point - Red Head
4020,313051380,Rothwell - Kippa-Ring
4300,310041300,Goodna
2795,124011452,Katoomba - Leura
3301,217011423,Southern Grampians
3218,203021042,Highton
3804,212021456,Narre Warren - South West
4519,316061442,Landsborough
5013,404011097,Woodville - Cheltenham
3371,201011481,Ballarat East - Warrenheip
2167,123021703,Denham Court - Bardia
2073,121031411,Turramurra
5655,406021141,Outback
2382,110031198,Narrabri Surrounds
4802,312021351,Pioneer Valley
4112,303031065,Upper Mount Gravatt
4871,306011139,Clifton Beach - Kewarra Beach
7320,604031097,West Coast (Tas.)
3059,210051443,Craigieburn - South
4816,318021490,Townsville City - North Ward
4404,317011445,Cambooya - Wyreema
4878,306021152,Manunda
3063,210041539,Diggers Rest
4821,318011465,Ingham Surrounds
3135,211021262,Warrandyte - Wonga Park
7116,603011067,Southern Midlands
2580,103031071,Lithgow Surrounds
2580,114011283,Ulladulla Surrounds
4346,310031290,Karana Downs
4385,307011174,Inglewood - Waggamba
4674,319021504,Gin Gin
2100,122031694,Dee Why (South) - North Curl Curl
4701,308011191,Central Highlands - West
2833,105011096,Walgett - Lightning Ridge
3557,202011019,California Gully - Eaglehawk
3675,204021067,Wangaratta Surrounds
2829,105011095,Nyngan - Warren
3174,212041566,Keysborough - South
2379,110041200,Gunnedah Surrounds
3752,209041531,Mernda - North
3980,212031303,Cranbourne South
4121,303031062,Mansfield (Qld)
2145,125031481,Granville - Clyde
4874,306031160,Johnstone
3446,202021026,Bendigo Surrounds - South
2071,121031408,Lindfield - Roseville
2289,111021217,Edgeworth - Cameron Park
3594,215031405,Swan Hill Surrounds
5671,406011130,Eyre Peninsula
3151,207031166,Burwood East
3371,201031017,Maryborough Surrounds
5350,405011111,Light
2156,115011556,Castle Hill - South
2470,112021247,Kyogle
4407,317011449,Gowrie (Qld)
2010,117031329,Darlinghurst
5268,407021155,Naracoorte Surrounds
2111,126021500,Macquarie Park - Marsfield
2213,119011360,Revesby
6209,502011028,Mandurah - South
7249,602011046,Riverside
4816,315031410,Far Central West
5719,406011135,Western
4816,318011463,Dalrymple
4064,305041132,Ashgrove
4706,308031213,Norman Gardens
2070,121031407,Gordon - Killara
2765,115041623,Box Hill - Nelson
3134,211031451,Croydon - West
4802,312021357,Walkerston - Eton
2291,111031228,Merewether - The Junction
3491,215011394,Yarriambiack
4032,302011025,Everton Park
2232,,
6209,509031248,Murray
0822,510011265,Kununurra
2199,125011585,Berala
2874,103021062,Condobolin
3043,210051250,Tullamarine
3064,210051443,Craigieburn - South
3063,210051445,Mickleham - Yuroke
3540,215031401,Gannawarra
2621,801061130,Fyshwick
2099,122031696,Frenchs Forest - Oxford Falls
2534,107031139,Kiama Downs - Minnamurra
3851,205051104,Yarram
2047,120011385,Drummoyne - Rodd Point
3076,209041432,Epping - South
3580,202031033,Loddon
7310,604021091,Sheffield - Railton
5115,402011026,Gawler - South
2476,110021194,Tenterfield
3854,205051102,Rosedale
3185,208021179,Elsternwick
7292,602021057,Westbury
3364,202021028,Castlemaine Surrounds
2112,126021724,Ryde - North
4655,319041516,Booral - River Heads
3551,202031032,Bendigo Surrounds - North
2453,104021083,Bellingen
3659,204011056,Kilmore - Broadford
2621,801111140,ACT - South West
7004,601051032,South Hobart - Fern Tree
3371,201031014,Beaufort
2144,125011584,Auburn - South
2089,121041413,Cremorne - Cammeray
2466,112011241,Evans Head
6473,509021242,Mukinbudin
0846,701021015,Charles Darwin
6258,501031018,Donnybrook - Balingup
3156,211011256,Rowville - Central
4872,306031160,Johnstone
3070,206021112,Thornbury
4745,312011339,Clermont
4131,311031313,Chambers Flat - Logan Reserve
2734,215031405,Swan Hill Surrounds
4270,309071558,Willow Vale - Pimpama (West)
5220,407011145,Kangaroo Island
4874,315021404,Carpentaria
4859,315011396,Cape York
2082,102011030,Calga - Kulnura
6017,505021084,Balcatta - Hamersley
3234,217031476,Otway
2164,127021510,Bossley Park - Abbotsbury
2205,119041382,Sans Souci - Ramsgate
3084,209011200,Ivanhoe
4830,315031410,Far Central West
2641,109011176,Lavington
4407,307021181,Millmerran
2557,123031446,Douglas Park - Appin
4011,302031039,Nudgee - Banyo
4158,301011003,Birkdale
7320,604011080,Romaine - Havenview
5106,402051050,Greenwith
2622,114011275,Ettrema - Sassafras - Budawang
2844,105031103,Dubbo Surrounds
3058,206011498,Coburg - West
3318,217011420,Glenelg (Vic.)
5713,406011131,Kimba - Cleve - Franklin Harbour
2200,119011655,Greenacre - North
2705,113011258,Leeton
4726,315031408,Barcaldine - Blackall
3753,209041225,Whittlesea
4868,306021155,White Rock
5719,406011134,West Coast (SA)
